source_name,any_value(e.start_time),iso3_country,sum(e.emissions_quantity),capacity,co2_per_m2
Marion County,2021-01-01,USA,52254.639680000015,541614.118,0.0965
Ellis County,2021-01-01,USA,648.2845599999998,6715.853,0.0965
Shasta County,2021-01-01,USA,266717.10531000013,2762755.411,0.0965
King County,2021-01-01,USA,306.2999300000001,3174.276,0.0965
Marshall County,2021-01-01,USA,28799.62095000001,298616.643,0.0964
Sweetwater County,2021-01-01,USA,65073.21758000002,675201.244,0.0964
Waterloo Urban Area,2021-01-01,USA,406628.43236000004,4220000.996,0.0964
Fayette County,2021-01-01,USA,568028.57376,5891653.412,0.0964
Clark County,2021-01-01,USA,15317.705980000002,159099.311,0.0963
Hunt County,2021-01-01,USA,100238.0817,1041361.015,0.0963
Jefferson Davis Parish,2021-01-01,USA,24779.62832,257256.147,0.0963
Wilson County,2021-01-01,USA,11497.500249999994,119367.679,0.0963
Jackson County,2021-01-01,USA,85352.42822,886468.311,0.0963
Shelby County,2021-01-01,USA,5971.22182,61984.8,0.0963
Colusa County,2021-01-01,USA,31504.65711,327414.048,0.0962
Springfield Urban Area,2021-01-01,USA,459619.98001999996,4777109.065,0.0962
Casey County,2021-01-01,USA,15107.498089999997,157004.028,0.0962
Montgomery County,2021-01-01,USA,14803.349170000003,153895.224,0.0962
New Orleans Urban Area,2021-01-01,USA,1976851.8975699996,20540755.793,0.0962
Saint Bernard Parish,2021-01-01,USA,63723.71586000002,663059.933,0.0961
Douglas County,2021-01-01,USA,52261.394309999974,543651.241,0.0961
Monona County,2021-01-01,USA,11612.71623,120820.709,0.0961
Sangamon County,2021-01-01,USA,457380.99383000005,4766410.451,0.096
Perry County,2021-01-01,USA,23744.575879999997,247463.122,0.096
Covington Independent City,2021-01-01,USA,26200.128000000008,273121.966,0.0959
Stark County,2021-01-01,USA,94970.75889000003,991797.629,0.0958
Door County,2021-01-01,USA,37235.88559999999,388833.754,0.0958
Dona Ana County,2021-01-01,USA,283149.1581100001,2960155.714,0.0957
Elkhart County,2021-01-01,USA,917686.4396800004,9585251.187,0.0957
Cass County,2021-01-01,USA,20323.363899999997,212525.698,0.0956
Mercer County,2021-01-01,USA,66936.48044999999,700258.807,0.0956
Fulton County,2021-01-01,USA,3035280.3555099997,31794294.62,0.0955
Houston County,2021-01-01,USA,175066.4206199999,1832431.234,0.0955
Pope County,2021-01-01,USA,134629.18795,1409641.988,0.0955
Lyon County,2021-01-01,USA,12827.068310000004,134316.082,0.0955
Sanpete County,2021-01-01,USA,10222.805920000004,106997.513,0.0955
Gage County,2021-01-01,USA,50246.09046,526348.883,0.0955
Hamilton County,2021-01-01,USA,1960393.7676199994,20537782.03,0.0955
Cheyenne County,2021-01-01,USA,20195.860590000008,211789.168,0.0954
Louisville Urban Area,2021-01-01,USA,2467358.81113,25851633.233,0.0954
Wayne County,2021-01-01,USA,10344.06316,108431.785,0.0954
Turner County,2021-01-01,USA,15203.57649,159421.637,0.0954
Grayson County,2021-01-01,USA,17015.729610000006,178637.131,0.0953
Delaware County,2021-01-01,USA,33733.58880000001,354548.43,0.0951
Appleton Urban Area,2021-01-01,USA,911254.1758699997,9595575.095,0.095
Kimball County,2021-01-01,USA,7524.22018,79197.261,0.095
Crook County,2021-01-01,USA,45587.25118999999,479779.407,0.095
Worcester County,2021-01-01,USA,61009.365820000006,641884.579,0.095
Smith County,2021-01-01,USA,12814.3757,134947.766,0.095
Wood County,2021-01-01,USA,434631.91458,4574597.933,0.095
Wilson County,2021-01-01,USA,148644.85728,1566482.524,0.0949
Guthrie County,2021-01-01,USA,16745.648970000002,176439.407,0.0949
Fulton County,2021-01-01,USA,166914.99927000006,1760454.902,0.0948
Pocahontas County,2021-01-01,USA,12252.37359,129223.53,0.0948
Finney County,2021-01-01,USA,91147.67109999999,961661.484,0.0948
Hockley County,2021-01-01,USA,30845.758010000005,325655.712,0.0947
Jacksonville Beach Urban Area,2021-01-01,USA,123180.20977,1302709.08,0.0946
Piute County,2021-01-01,USA,589.46943,6230.237,0.0946
Buchanan County,2021-01-01,USA,256931.25329999992,2714806.823,0.0946
Jay County,2021-01-01,USA,38590.607910000006,407738.913,0.0946
Hidalgo County,2021-01-01,USA,3088.13457,32655.14,0.0946
Effingham County,2021-01-01,USA,93408.40932000002,986935.943,0.0946
Freestone County,2021-01-01,USA,15011.10385,158864.82,0.0945
Macon County,2021-01-01,USA,17587.817530000004,186083.826,0.0945
Boone County,2021-01-01,USA,58547.189609999994,620333.189,0.0944
Collingsworth County,2021-01-01,USA,1115.6221199999998,11825.109,0.0943
Boone County,2021-01-01,USA,5987.600520000001,63475.086,0.0943
Palo Alto County,2021-01-01,USA,14649.970479999998,155347.819,0.0943
Wood County,2021-01-01,USA,39832.513470000005,422238.619,0.0943
Lake County,2021-01-01,USA,241133.9138100001,2561022.853,0.0942
Lyon County,2021-01-01,USA,81913.79068999998,870443.012,0.0941
Cumberland County,2021-01-01,USA,658382.6529699999,7000225.978,0.0941
Greenwood County,2021-01-01,USA,4521.94636,48117.728,0.094
Sevier County,2021-01-01,USA,8082.459580000001,86001.852,0.094
Pike County,2021-01-01,USA,54894.42744000001,584302.775,0.0939
Keokuk County,2021-01-01,USA,3495.231899999999,37216.941,0.0939
Benton County,2021-01-01,USA,336849.1841700001,3587444.031,0.0939
Nuckolls County,2021-01-01,USA,5806.55504,61821.078,0.0939
Shreveport Urban Area,2021-01-01,USA,649812.3492000003,6927445.642,0.0938
Daviess County,2021-01-01,USA,175898.38999,1876050.26,0.0938
Black Hawk County,2021-01-01,USA,375601.12833000004,4004859.554,0.0938
Butler County,2021-01-01,USA,85486.40226999999,912759.569,0.0937
Hamilton County,2021-01-01,USA,6426.485790000001,68584.662,0.0937
Jasper County,2021-01-01,USA,74151.01045000002,791151.287,0.0937
Richland County,2021-01-01,USA,774654.9602099999,8264392.885,0.0937
Wichita County,2021-01-01,USA,199071.78274000002,2126892.599,0.0936
Wichita Falls Urban Area,2021-01-01,USA,186907.50314,1997876.332,0.0936
Beaufort County,2021-01-01,USA,32447.06234000001,346498.833,0.0936
Huntington County,2021-01-01,USA,88366.13242999998,945001.471,0.0935
Burnet County,2021-01-01,USA,38652.65291999999,413464.61,0.0935
Billings Urban Area,2021-01-01,USA,486096.6591300001,5199258.778,0.0935
Payne County,2021-01-01,USA,181046.87497000003,1937945.023,0.0934
Lamar County,2021-01-01,USA,13518.394900000001,144782.693,0.0934
Converse County,2021-01-01,USA,10649.48966,114004.336,0.0934
Wayne County,2021-01-01,USA,558.68318,5986.274,0.0933
Aiken County,2021-01-01,USA,220862.00809000005,2367111.216,0.0933
Rawlins County,2021-01-01,USA,1653.3592199999998,17715.446,0.0933
Madison County,2021-01-01,USA,606726.8184100001,6512000.449,0.0932
Yellowstone County,2021-01-01,USA,505620.06451000005,5422594.847,0.0932
Montgomery County,2021-01-01,USA,571078.1209000003,6130130.925,0.0932
Codington County,2021-01-01,USA,89484.49772000001,961622.664,0.0931
Tunica County,2021-01-01,USA,18452.229690000004,198212.082,0.0931
Concord Urban Area,2021-01-01,USA,1778548.7366700002,19115159.262,0.093
Potter County,2021-01-01,USA,391372.3571100001,4206458.055,0.093
Guilford County,2021-01-01,USA,1227757.5480299997,13196836.885,0.093
Ralls County,2021-01-01,USA,30744.47635000001,330745.977,0.093
Lane County,2021-01-01,USA,897.42747,9649.436,0.093
Jack County,2021-01-01,USA,11644.00206,125354.338,0.0929
Renville County,2021-01-01,USA,34250.31744,368620.371,0.0929
Shelby County,2021-01-01,USA,119819.05480999996,1290100.658,0.0929
Carteret County,2021-01-01,USA,48588.448810000016,523399.654,0.0928
Ness County,2021-01-01,USA,2626.032379999999,28299.935,0.0928
Wayne County,2021-01-01,USA,4430697.295349999,47738580.517,0.0928
Comanche County,2021-01-01,USA,1047.88966,11307.444,0.0927
Grimes County,2021-01-01,USA,36025.81175,388465.905,0.0927
Morgan County,2021-01-01,USA,51207.19015000001,552281.096,0.0927
Hardeman County,2021-01-01,USA,2758.7914000000005,29764.347,0.0927
Fort Smith Urban Area,2021-01-01,USA,338533.5555499998,3653347.086,0.0927
Hart County,2021-01-01,USA,70083.15963999998,756094.874,0.0927
Cotton County,2021-01-01,USA,1586.47438,17115.999,0.0927
Kit Carson County,2021-01-01,USA,8145.93336,87969.094,0.0926
Woodland Urban Area,2021-01-01,USA,196055.22484000007,2117886.134,0.0926
Manteca Urban Area,2021-01-01,USA,270209.85809999995,2917039.104,0.0926
Burke County,2021-01-01,USA,28672.035109999997,309585.868,0.0926
Tucson Urban Area,2021-01-01,USA,1341167.7930899998,14490243.327,0.0926
Saint Louis County,2021-01-01,USA,2853911.8993800012,30834538.624,0.0926
Boyle County,2021-01-01,USA,57362.992590000016,619578.853,0.0926
Pima County,2021-01-01,USA,1346150.26647,14540645.238,0.0926
Antelope County,2021-01-01,USA,4935.05865,53350.394,0.0925
Ellis County,2021-01-01,USA,354559.1255199998,3835985.96,0.0924
Caddo Parish,2021-01-01,USA,496499.1128599999,5378887.481,0.0923
Garvin County,2021-01-01,USA,39763.000519999994,430808.736,0.0923
Brown County,2021-01-01,USA,9785.34285,105969.857,0.0923
Las Cruces Urban Area,2021-01-01,USA,209987.22294,2275030.362,0.0923
Spink County,2021-01-01,USA,9791.34828,106059.692,0.0923
Scotts Bluff County,2021-01-01,USA,128999.38881,1397686.902,0.0923
Dickinson County,2021-01-01,USA,39831.47579999999,431988.422,0.0922
Titus County,2021-01-01,USA,64973.44825999998,705074.353,0.0922
Boone County,2021-01-01,USA,157482.52673000004,1710801.509,0.0921
Somervell County,2021-01-01,USA,16084.99278,174607.367,0.0921
Shelby County,2021-01-01,USA,2327301.36466,25327061.918,0.0919
Rusk County,2021-01-01,USA,60564.6612,659272.834,0.0919
Bailey County,2021-01-01,USA,6915.736349999998,75315.154,0.0918
Curry County,2021-01-01,USA,51948.6556,565785.033,0.0918
Cerro Gordo County,2021-01-01,USA,126191.39770000006,1374278.286,0.0918
Tuscaloosa Urban Area,2021-01-01,USA,346401.43857000006,3777021.74,0.0917
Russell County,2021-01-01,USA,33492.716349999995,365120.176,0.0917
Columbus Urban Area,2021-01-01,USA,349662.37795999995,3814075.792,0.0917
Reno County,2021-01-01,USA,111289.00746000002,1215451.877,0.0916
Richardson County,2021-01-01,USA,9547.9457,104180.016,0.0916
Henderson County,2021-01-01,USA,93434.17894000001,1020228.293,0.0916
Kingman County,2021-01-01,USA,6910.1464700000015,75411.587,0.0916
Emery County,2021-01-01,USA,2789.631899999999,30493.754,0.0915
Butler County,2021-01-01,USA,11551.07777,126195.659,0.0915
Elbert County,2021-01-01,USA,31525.549919999994,344658.352,0.0915
Thomas County,2021-01-01,USA,91949.57665999999,1005210.08,0.0915
Mora County,2021-01-01,USA,198.36681,2172.286,0.0913
Trempealeau County,2021-01-01,USA,60934.250380000005,667911.478,0.0912
Orleans Parish,2021-01-01,USA,546310.79657,5988155.767,0.0912
Fulton County,2021-01-01,USA,25585.787139999997,280822.878,0.0911
Deltona Urban Area,2021-01-01,USA,87713.31006999999,963089.934,0.0911
Barton County,2021-01-01,USA,57547.77842000001,631541.737,0.0911
Roanoke Urban Area,2021-01-01,USA,464376.09131000005,5101455.095,0.091
Sumter County,2021-01-01,USA,60587.079569999994,665460.267,0.091
McPherson County,2021-01-01,USA,3465.7989300000004,38076.959,0.091
Rockingham County,2021-01-01,USA,90344.9892,992986.715,0.091
Etowah County,2021-01-01,USA,150750.98122000002,1656544.319,0.091
Labette County,2021-01-01,USA,34673.62789000002,381638.66,0.0909
Phoenix Urban Area,2021-01-01,USA,7594005.902050001,83523619.534,0.0909
Chickasaw County,2021-01-01,USA,21729.32939,239166.109,0.0909
Love County,2021-01-01,USA,14624.148259999998,160952.513,0.0909
Union County,2021-01-01,USA,25620.919749999997,281727.115,0.0909
Deaf Smith County,2021-01-01,USA,34133.10608,376095.032,0.0908
Crittenden County,2021-01-01,USA,112313.17354,1238166.159,0.0907
Pulaski County,2021-01-01,USA,16738.644699999997,184631.325,0.0907
Monroe County,2021-01-01,USA,54770.19557000002,604127.259,0.0907
Erath County,2021-01-01,USA,50035.26668999999,552066.987,0.0906
Bradley County,2021-01-01,USA,19488.568250000008,215050.417,0.0906
Livingston County,2021-01-01,USA,55422.77138000002,612423.889,0.0905
Columbus County,2021-01-01,USA,46885.32942999999,518870.499,0.0904
Horry County,2021-01-01,USA,365143.8648200002,4038466.196,0.0904
Forrest County,2021-01-01,USA,154797.64922,1714502.64,0.0903
Seward County,2021-01-01,USA,50345.00170999999,557750.783,0.0903
Jefferson County,2021-01-01,USA,137571.78185000003,1525217.841,0.0902
Pendleton County,2021-01-01,USA,6530.589260000002,72378.497,0.0902
Karnes County,2021-01-01,USA,14532.728860000003,161178.209,0.0902
Broward County,2021-01-01,USA,2165936.3597899997,24017191.623,0.0902
Maricopa County,2021-01-01,USA,7443180.125260003,82603437.704,0.0901
Louisa County,2021-01-01,USA,16858.687439999998,187043.724,0.0901
Tillman County,2021-01-01,USA,5253.166230000002,58325.77,0.0901
Marion County,2021-01-01,USA,53552.918900000004,595109.505,0.09
Franklin County,2021-01-01,USA,7810.63968,86762.254,0.09
Choctaw County,2021-01-01,USA,4610.903649999999,51349.562,0.0898
Coffee County,2021-01-01,USA,87463.96407000002,975782.279,0.0896
Muskogee County,2021-01-01,USA,109708.93591,1225735.13,0.0895
Goliad County,2021-01-01,USA,3133.3392099999996,35005.666,0.0895
Birmingham Urban Area,2021-01-01,USA,1941555.6567200003,21717408.697,0.0894
Pawnee County,2021-01-01,USA,6570.530450000001,73477.285,0.0894
Pontotoc County,2021-01-01,USA,57249.569159999985,640655.533,0.0894
Montour County,2021-01-01,USA,44745.68806,500818.929,0.0893
Allamakee County,2021-01-01,USA,18780.136510000004,210257.044,0.0893
Custer County,2021-01-01,USA,47305.89628999999,529511.924,0.0893
Cass County,2021-01-01,USA,12982.999689999999,145551.521,0.0892
Jim Wells County,2021-01-01,USA,40686.48930999999,456707.334,0.0891
Mitchell County,2021-01-01,USA,21034.756029999997,235957.194,0.0891
Edgar County,2021-01-01,USA,22137.425199999998,248487.712,0.0891
Greene County,2021-01-01,USA,15413.280859999997,173042.087,0.0891
Seminole County,2021-01-01,USA,509548.9998999999,5719218.699,0.0891
Pawnee County,2021-01-01,USA,823.3273999999996,9236.561,0.0891
Meade County,2021-01-01,USA,3001.6247200000003,33730.6,0.089
Seminole County,2021-01-01,USA,9197.23313,103441.189,0.0889
Brown County,2021-01-01,USA,50576.668229999996,569668.506,0.0888
Castro County,2021-01-01,USA,7811.973879999999,88050.731,0.0887
Williamson County,2021-01-01,USA,59566.30143999998,671710.774,0.0887
Graham County,2021-01-01,USA,1987.91286,22441.946,0.0886
Will County,2021-01-01,USA,2317483.66221,26164257.001,0.0886
Hale County,2021-01-01,USA,65406.1295,738107.072,0.0886
Gillespie County,2021-01-01,USA,16183.121840000002,182816.024,0.0885
Washington County,2021-01-01,USA,48100.35061,543482.85,0.0885
Hillsborough County,2021-01-01,USA,1820116.10382,20556691.554,0.0885
Washita County,2021-01-01,USA,7592.133380000001,85925.396,0.0884
Monroe County,2021-01-01,USA,44805.80818000001,506629.255,0.0884
Troup County,2021-01-01,USA,172085.79413000002,1945778.467,0.0884
Camp County,2021-01-01,USA,13864.823369999995,157089.736,0.0883
Cavalier County,2021-01-01,USA,8290.94354,93865.891,0.0883
West Feliciana Parish,2021-01-01,USA,10436.71528,118134.651,0.0883
Allen County,2021-01-01,USA,339069.5408800002,3839515.163,0.0883
Treasure County,2021-01-01,USA,181.57080000000002,2058.353,0.0882
Martinsville Independent City,2021-01-01,USA,20664.20836,234211.299,0.0882
Edwards County,2021-01-01,USA,5557.005750000002,62992.922,0.0882
Red River County,2021-01-01,USA,4754.07194,53903.309,0.0882
Archer County,2021-01-01,USA,1975.8700299999994,22399.358,0.0882
Hempstead County,2021-01-01,USA,28073.649940000003,318561.703,0.0881
Ben Hill County,2021-01-01,USA,41394.38713,469685.248,0.0881
Sheridan County,2021-01-01,USA,2609.5359699999995,29628.048,0.0881
Russell County,2021-01-01,USA,62811.31501000001,713339.208,0.0881
Little Rock Urban Area,2021-01-01,USA,1059589.1954500002,12042548.131,0.088
Platte County,2021-01-01,USA,82828.92858000004,940895.415,0.088
Des Moines County,2021-01-01,USA,96686.22662000002,1101163.813,0.0878
Henry County,2021-01-01,USA,55938.57939,637252.932,0.0878
Pike County,2021-01-01,USA,46453.80472000001,529543.844,0.0877
Coshocton County,2021-01-01,USA,69832.74835,795921.013,0.0877
Colfax County,2021-01-01,USA,9325.367889999998,106465.696,0.0876
Nueces County,2021-01-01,USA,664559.32262,7600497.67,0.0874
Crawford County,2021-01-01,USA,44983.26627000001,514585.732,0.0874
Clay County,2021-01-01,USA,17257.73731,197487.434,0.0874
Adair County,2021-01-01,USA,9176.41338,105062.78,0.0873
Calhoun County,2021-01-01,USA,12652.565130000003,145005.128,0.0873
Jackson County,2021-01-01,USA,92941.37010999999,1064030.731,0.0873
Grady County,2021-01-01,USA,60604.10884000001,696066.264,0.0871
Banner County,2021-01-01,USA,165.86744000000002,1903.462,0.0871
Keya Paha County,2021-01-01,USA,52.84607,607.034,0.0871
De Kalb County,2021-01-01,USA,136225.43662999998,1566062.499,0.087
Whitfield County,2021-01-01,USA,281558.43637000007,3241515.512,0.0869
Jones County,2021-01-01,USA,9035.065980000001,104116.295,0.0868
Berkeley County,2021-01-01,USA,329585.0715899999,3795282.933,0.0868
Owensboro Urban Area,2021-01-01,USA,175158.68764999998,2018699.458,0.0868
Stanton County,2021-01-01,USA,29097.391399999997,335621.302,0.0867
Morrill County,2021-01-01,USA,5463.881019999999,62984.245,0.0867
Cochise County,2021-01-01,USA,85556.25119000001,986542.852,0.0867
Monroe County,2021-01-01,USA,6233.2951699999985,71989.68,0.0866
Ransom County,2021-01-01,USA,12005.204679999997,138569.181,0.0866
Pensacola Urban Area,2021-01-01,USA,453090.9098100002,5229102.697,0.0866
Vermilion Parish,2021-01-01,USA,31405.639329999987,362954.899,0.0865
Tishomingo County,2021-01-01,USA,36134.77262999999,417854.695,0.0865
Martin County,2021-01-01,USA,7233.48632,83659.025,0.0865
Jewell County,2021-01-01,USA,2019.2490499999994,23361.709,0.0864
Saline County,2021-01-01,USA,53157.55317,615229.302,0.0864
Harding County,2021-01-01,USA,130.71687000000003,1514.264,0.0863
Henderson County,2021-01-01,USA,5992.711719999999,69408.043,0.0863
Phillips County,2021-01-01,USA,4880.168300000001,56535.783,0.0863
Jefferson County,2021-01-01,USA,1622341.90735,18808698.765,0.0863
Wilcox County,2021-01-01,USA,7631.40221,88596.523,0.0861
Marion County,2021-01-01,USA,8682.37947,100984.492,0.086
Throckmorton County,2021-01-01,USA,592.5082799999997,6890.671,0.086
Llano County,2021-01-01,USA,7899.210299999999,91973.386,0.0859
Chambers County,2021-01-01,USA,219188.46579000005,2551285.713,0.0859
Cullman County,2021-01-01,USA,115540.08957,1346785.01,0.0858
Hughes County,2021-01-01,USA,9072.91483,105805.921,0.0858
Perry County,2021-01-01,USA,12065.468520000002,140825.955,0.0857
Cloud County,2021-01-01,USA,13946.870250000004,162823.547,0.0857
Lake Erie,2021-01-01,USA,162286.04515000002,1895893.166,0.0856
East Baton Rouge Parish,2021-01-01,USA,1155873.3881400002,13509758.709,0.0856
Aransas County,2021-01-01,USA,12718.657969999998,148813.853,0.0855
Adams County,2021-01-01,USA,2087.28456,24416.705,0.0855
San Saba County,2021-01-01,USA,2880.2816200000007,33733.05,0.0854
Hancock County,2021-01-01,USA,52567.67241000002,616329.645,0.0853
San Angelo Urban Area,2021-01-01,USA,149843.10129999998,1755984.376,0.0853
Rapides Parish,2021-01-01,USA,157732.60919000002,1849215.106,0.0853
Muscogee County,2021-01-01,USA,275375.00905999995,3227299.879,0.0853
Tom Green County,2021-01-01,USA,155594.83006999997,1825166.968,0.0852
Houma Urban Area,2021-01-01,USA,251122.95731000003,2948154.101,0.0852
Iowa County,2021-01-01,USA,35178.75801,412967.673,0.0852
Montague County,2021-01-01,USA,22091.92884,259562.768,0.0851
Volusia County,2021-01-01,USA,373341.64529,4384883.932,0.0851
Edwards County,2021-01-01,USA,2790.12118,32792.332,0.0851
Tampa Urban Area,2021-01-01,USA,3096881.6644500005,36430889.571,0.085
Calloway County,2021-01-01,USA,58678.629759999996,691062.179,0.0849
Pembina County,2021-01-01,USA,32316.115149999987,380481.271,0.0849
Yuma County,2021-01-01,USA,16243.327350000001,191265.765,0.0849
Sebastian County,2021-01-01,USA,240110.06217000002,2828860.309,0.0849
Lincoln County,2021-01-01,USA,1693.7442100000003,19970.421,0.0848
Yavapai County,2021-01-01,USA,112694.65598999996,1329736.045,0.0847
O'Brien County,2021-01-01,USA,26501.661830000005,313084.037,0.0846
Shelby County,2021-01-01,USA,19423.53022,229807.733,0.0845
Mason County,2021-01-01,USA,16783.266620000002,199319.557,0.0842
Cuming County,2021-01-01,USA,15426.46849,183124.634,0.0842
Clay County,2021-01-01,USA,25493.470539999995,303293.987,0.0841
Uvalde County,2021-01-01,USA,18999.951799999995,225854.163,0.0841
Stafford County,2021-01-01,USA,3039.8426799999984,36165.281,0.0841
Roanoke City Independent City,2021-01-01,USA,239982.07650000002,2857376.683,0.084
Corpus Christi Urban Area,2021-01-01,USA,693788.6713699996,8257287.959,0.084
Covington County,2021-01-01,USA,27436.003000000008,326529.09,0.084
La Paz County,2021-01-01,USA,8419.11592,100238.676,0.084
Ogle County,2021-01-01,USA,104039.63382999995,1240775.331,0.0839
Newton County,2021-01-01,USA,14394.793530000003,171616.449,0.0839
Daytona Beach Urban Area,2021-01-01,USA,271640.77601000015,3243323.026,0.0838
Grundy County,2021-01-01,USA,20456.920920000008,244000.054,0.0838
Jasper County,2021-01-01,USA,56953.98559999999,679345.848,0.0838
Halifax County,2021-01-01,USA,46956.35072,560159.814,0.0838
Jefferson County,2021-01-01,USA,1589994.091,18996693.91,0.0837
Lake County,2021-01-01,USA,1330346.5681700003,15889180.94,0.0837
Beckham County,2021-01-01,USA,34577.52288,413298.29,0.0837
Dubois County,2021-01-01,USA,90035.83049,1076543.179,0.0836
Orlando Urban Area,2021-01-01,USA,3014504.6935599996,36093252.469,0.0835
Scott County,2021-01-01,USA,58875.016810000016,706326.332,0.0834
Harrison County,2021-01-01,USA,128228.53377999997,1536922.438,0.0834
Clay County,2021-01-01,USA,13213.501210000006,158460.466,0.0834
Desha County,2021-01-01,USA,11855.338669999997,142373.093,0.0833
Houston County,2021-01-01,USA,16165.446619999997,194072.866,0.0833
Barren County,2021-01-01,USA,42417.94200999999,509723.994,0.0832
Cape May County,2021-01-01,USA,71362.37089999998,857713.202,0.0832
Alfalfa County,2021-01-01,USA,3590.13282,43277.051,0.083
Sioux County,2021-01-01,USA,104978.73897,1264434.972,0.083
Wheeler County,2021-01-01,USA,188.44263999999993,2270.313,0.083
Hamilton County,2021-01-01,USA,737541.0516799996,8883865.508,0.083
Sullivan County,2021-01-01,USA,11710.98166,141251.625,0.0829
Howard County,2021-01-01,USA,25358.265100000004,305728.67,0.0829
McHenry County,2021-01-01,USA,5530.423939999999,66745.079,0.0829
Wallace County,2021-01-01,USA,1625.35419,19613.544,0.0829
Blaine County,2021-01-01,USA,174.15579,2100.36,0.0829
Hopkins County,2021-01-01,USA,33961.18226999999,409657.689,0.0829
Danville Independent City,2021-01-01,USA,101007.76093999996,1217761.849,0.0829
Tuscaloosa County,2021-01-01,USA,383945.03391999984,4638856.31,0.0828
Matagorda County,2021-01-01,USA,47017.50381999998,567512.413,0.0828
Logan County,2021-01-01,USA,3918.2433999999994,47315.774,0.0828
Kossuth County,2021-01-01,USA,37307.61710999999,451191.423,0.0827
Nuevo Laredo Urban Area,2021-01-01,USA,447544.0884199999,5408415.079,0.0827
Taylor County,2021-01-01,USA,244034.13091000007,2955131.742,0.0826
Hancock County,2021-01-01,USA,41197.34463,499373.89,0.0825
Thomas County,2021-01-01,USA,15311.516780000004,185533.287,0.0825
Cape Coral Urban Area,2021-01-01,USA,624262.2001900001,7576978.822,0.0824
Sutton County,2021-01-01,USA,3145.2536800000007,38176.263,0.0824
Saint Landry Parish,2021-01-01,USA,49418.889599999995,600513.04,0.0823
Smith County,2021-01-01,USA,311979.2289500001,3791023.393,0.0823
Donley County,2021-01-01,USA,172.51028000000002,2097.806,0.0822
McCurtain County,2021-01-01,USA,34493.985179999996,419746.065,0.0822
Ciudad Juárez Urban Area,2021-01-01,USA,1424552.0963399997,17322603.947,0.0822
Lavaca County,2021-01-01,USA,14770.167810000003,179776.212,0.0822
Grand County,2021-01-01,USA,5463.531309999999,66475.22,0.0822
Hancock County,2021-01-01,USA,283212.73888,3446290.552,0.0822
Abilene Urban Area,2021-01-01,USA,239882.41262000008,2922695.433,0.0821
Sac County,2021-01-01,USA,17415.036989999997,212279.541,0.082
Lee County,2021-01-01,USA,628742.9066900001,7668455.288,0.082
Daviess County,2021-01-01,USA,33582.02022999999,409298.898,0.082
Texas County,2021-01-01,USA,32054.627620000003,390847.59,0.082
Hall County,2021-01-01,USA,1131.7766899999997,13818.727,0.0819
Montgomery County,2021-01-01,USA,69147.10439999998,844247.997,0.0819
El Paso County,2021-01-01,USA,1389610.5833699997,17017512.14,0.0817
Phelps County,2021-01-01,USA,18679.61690999999,229064.04,0.0815
Neosho County,2021-01-01,USA,29842.182370000006,366801.342,0.0814
Ida County,2021-01-01,USA,16985.539839999998,209042.65,0.0813
Parmer County,2021-01-01,USA,9879.82906,121640.056,0.0812
Richland County,2021-01-01,USA,32115.31791,395895.412,0.0811
Muscatine County,2021-01-01,USA,117627.73142999997,1450367.825,0.0811
Saint John the Baptist Parish,2021-01-01,USA,109078.71804,1344625.026,0.0811
Dewitt County,2021-01-01,USA,13729.85377,169349.861,0.0811
Robertson County,2021-01-01,USA,15479.260020000003,190977.744,0.0811
Ware County,2021-01-01,USA,63433.01464999998,783589.163,0.081
Sumner County,2021-01-01,USA,21499.672819999996,265771.393,0.0809
Chariton County,2021-01-01,USA,10136.954909999997,125285.537,0.0809
Lamar County,2021-01-01,USA,71548.91722000002,885058.617,0.0808
Palm Bay Urban Area,2021-01-01,USA,552133.7023100001,6840562.077,0.0807
Floyd County,2021-01-01,USA,5754.693070000002,71283.127,0.0807
Palo Pinto County,2021-01-01,USA,33016.47378,408874.299,0.0807
Jasper County,2021-01-01,USA,35729.3025,442477.768,0.0807
Pulaski County,2021-01-01,USA,909279.2741699998,11287547.024,0.0806
Escambia County,2021-01-01,USA,374888.5887,4649534.928,0.0806
Roger Mills County,2021-01-01,USA,862.3932800000003,10705.197,0.0806
Roberts County,2021-01-01,USA,697.72465,8653.317,0.0806
Franklin County,2021-01-01,USA,13896.205620000002,172670.809,0.0805
Scotland County,2021-01-01,USA,5672.703180000001,70433.819,0.0805
Duval County,2021-01-01,USA,524.8963800000002,6522.817,0.0805
Wapello County,2021-01-01,USA,97845.55314999999,1217838.54,0.0803
Mahaska County,2021-01-01,USA,40378.295220000015,502716.927,0.0803
Gordon County,2021-01-01,USA,152633.07097000003,1903179.974,0.0802
Saline County,2021-01-01,USA,129077.73907,1609991.034,0.0802
Barton County,2021-01-01,USA,18746.89008,234394.229,0.08
Fayette County,2021-01-01,USA,22246.040719999994,278388.85,0.0799
Santa Cruz County,2021-01-01,USA,60952.64402,764199.028,0.0798
Wabash County,2021-01-01,USA,57059.87408,715736.833,0.0797
New Hanover County,2021-01-01,USA,292057.5589500001,3665300.057,0.0797
Manatee County,2021-01-01,USA,354955.61013,4467385.957,0.0795
Stevens County,2021-01-01,USA,5178.548860000002,65120.301,0.0795
Kearney County,2021-01-01,USA,7277.21109,91488.311,0.0795
Douglas County,2021-01-01,USA,7864.8625600000005,99031.0,0.0794
